ts,cpu_total_pct,mem_used_bytes,mem_total_bytes,proc_rss_bytes,disk_read_bytes,disk_write_bytes,net_bytes_sent,net_bytes_recv
1760290561.1933804,51.7,17322110976,134892691456,167383040,35831015936,583762187264,440796325942,480408341235
1760290561.6944015,51.9,17332711424,134892691456,167383040,35831015936,583762187264,440796341394,480408356687
1760290562.1952677,51.7,17332518912,134892691456,167383040,35831015936,583762187264,440796343403,480408359000
1760290562.6961193,51.7,17325613056,134892691456,167645184,35831015936,583762187264,440796360170,480408375767
1760290563.1970165,51.6,17324826624,134892691456,167645184,35831015936,583762187264,440796365289,480408380952
1760290563.6978817,51.6,17318002688,134892691456,167645184,35831015936,583762187264,440796385720,480408401383
1760290564.1988785,51.7,17318240256,134892691456,167645184,35831015936,583762187264,440796386471,480408402201
1760290564.700057,51.6,17315319808,134892691456,167645184,35831015936,583762187264,440796401923,480408417653
1760290565.2011425,51.7,17312833536,134892691456,167645184,35831015936,583762187264,440796403464,480408419354
1760290565.7021432,51.7,17307328512,134892691456,167645184,35831015936,583762187264,440796418916,480408434806
1760290566.203083,51.7,17307328512,134892691456,167645184,35831015936,583762187264,440796420515,480408437010
1760290566.7043307,51.6,17304043520,134892691456,167645184,35831015936,583762187264,440796435967,480408452462
1760290567.2052574,51.6,17304289280,134892691456,167645184,35831015936,583762187264,440796440175,480408457667
1760290567.7061207,51.6,17301184512,134892691456,167645184,35831015936,583762187264,440796455902,480408473394
1760290568.207019,51.6,17301000192,134892691456,167645184,35831015936,583762187264,440796458568,480408476299
1760290568.7080452,51.6,17298829312,134892691456,167645184,35831015936,583762187264,440796478375,480408496106
1760290569.2092476,51.7,17299087360,134892691456,167907328,35831015936,583762187264,440796479126,480408496929
1760290569.7101302,51.7,17298833408,134892691456,167907328,35831015936,583762211840,440796494578,480408512381
1760290570.2113051,51.6,17299087360,134892691456,167907328,35831015936,583762211840,440796498343,480408533246
